CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
07P,PILATOS PREMIUM SOPO,NEW BALANCE,MASCULINO,TENIS,4.0,529900.0,"[529900.0, 547500.0)"
07P,PILATOS PREMIUM SOPO,NEW BALANCE,MASCULINO,TENIS,4.0,574900.0,"[565100.0, 582700.0)"
07P,PILATOS PREMIUM SOPO,NEW BALANCE,MASCULINO,TENIS,5.0,589900.0,"[582700.0, 600300.0)"
07P,PILATOS PREMIUM SOPO,NEW BALANCE,MASCULINO,TENIS,2.0,705900.0,"[688300.0, 706076.0)"
07P,PILATOS PREMIUM SOPO,NEW BALANCE,UNISEX,TENIS,2.0,939900.0,"[911900.0, 940180.0)"
07P,PILATOS PREMIUM SOPO,PILATOS,MASCULINO,GORRO,12.0,19900.0,"[19900.0, 19903.98)"
07P,PILATOS PREMIUM SOPO,PILATOS,MASCULINO,MEDIAS,13.0,19900.0,"[19900.0, 19903.98)"
07P,PILATOS PREMIUM SOPO,QUIKSILVER,MASCULINO,CORREA,12.0,99900.0,"[99900.0, 99919.98)"
07P,PILATOS PREMIUM SOPO,QUIKSILVER,MASCULINO,GORRO,9.0,170000.0,"[169950.0, 171940.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,CAMISETA,5.0,149900.0,"[149900.0, 164900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,JEAN,4.0,129900.0,"[129900.0, 171900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,JEAN,1.0,349900.0,"[339900.0, 381900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,JEAN,2.0,449900.0,"[423900.0, 465900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,JEAN,2.0,549900.0,"[507900.0, 550320.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,TENIS,1.0,549900.0,"[549900.0, 584900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,FEMENINO,TENIS,1.0,899900.0,"[864900.0, 900250.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,BUZO,1.0,449900.0,"[449900.0, 459900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,BUZO,4.0,499900.0,"[499900.0, 509900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,BUZO,6.0,549900.0,"[539900.0, 550000.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,4.0,149900.0,"[149900.0, 169900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,2.0,179900.0,"[169900.0, 189900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,1.0,199900.0,"[189900.0, 209900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,2.0,249900.0,"[249900.0, 269900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,6.0,299900.0,"[289900.0, 309900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CAMISETA,3.0,349900.0,"[329900.0, 350100.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,CHAQUETA,1.0,1499900.0,"[1499900.0, 1500199.98)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,GORRO,12.0,149900.0,"[149900.0, 164900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,GORRO,1.0,299900.0,"[284900.0, 300050.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,JEAN,2.0,449900.0,"[449900.0, 454900.0)"
07P,PILATOS PREMIUM SOPO,REPLAY,MASCULINO,POLO,5.0,249900.0,"[249900.0, 249949.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,BUZO,1.0,499900.0,"[499900.0, 509900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,7.0,159900.0,"[159900.0, 168900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,4.0,179900.0,"[177900.0, 186900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,7.0,189900.0,"[186900.0, 195900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,3.0,199900.0,"[195900.0, 204900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,7.0,229900.0,"[222900.0, 231900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CAMISETA,3.0,249900.0,"[240900.0, 249990.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CHAQUETA,5.0,699900.0,"[699900.0, 734900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CHAQUETA,4.0,799900.0,"[769900.0, 804900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,CHAQUETA,3.0,1049900.0,"[1014900.0, 1050250.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,VESTIDO,1.0,399900.0,"[394900.0, 399950.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BERMUDA,1.0,399900.0,"[399900.0, 399979.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BOLSO,1.0,399900.0,"[399900.0, 399979.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,18.0,449900.0,"[449900.0, 464900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,2.0,499900.0,"[494900.0, 509900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,3.0,549900.0,"[539900.0, 554900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,12.0,599900.0,"[584900.0, 600050.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISA,14.0,349900.0,"[349900.0, 354900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISA,5.0,399900.0,"[394900.0, 399950.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISETA,4.0,47900.0,"[47900.0, 73100.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISETA,6.0,179900.0,"[173900.0, 199100.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISETA,21.0,229900.0,"[224300.0, 249500.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISETA,25.0,249900.0,"[249500.0, 274700.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CAMISETA,32.0,299900.0,"[274700.0, 300152.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CHAQUETA,1.0,249000.0,"[249000.0, 339090.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CHAQUETA,1.0,599900.0,"[519270.0, 609360.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CHAQUETA,1.0,779900.0,"[699450.0, 789540.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CHAQUETA,9.0,899900.0,"[879630.0, 969720.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,CHAQUETA,5.0,1149900.0,"[1059810.0, 1150800.9)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,GORRO,2.0,149900.0,"[149900.0, 152900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,GORRO,8.0,169900.0,"[167900.0, 170900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,GORRO,2.0,179900.0,"[176900.0, 179930.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,JEAN,7.0,599900.0,"[599900.0, 600019.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,PANTALON,1.0,349900.0,"[349900.0, 364900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,PANTALON,1.0,499900.0,"[484900.0, 500050.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,POLO,14.0,299900.0,"[299900.0, 299959.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,ROPA DE BAÑO,3.0,239900.0,"[239900.0, 259900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,ROPA DE BAÑO,7.0,329900.0,"[319900.0, 339900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,SUDADERA,2.0,499900.0,"[499900.0, 499999.98)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,TENIS,1.0,499900.0,"[499900.0, 519900.0)"
07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,TENIS,1.0,699900.0,"[679900.0, 700100.0)"
07P,PILATOS PREMIUM SOPO,VANS,UNISEX,GORRO,2.0,199000.0,"[199000.0, 199039.8)"
08P,PILATOS UNICO BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,1.0,340000.0,"[340000.0, 342000.0)"
08P,PILATOS UNICO BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,5.0,350000.0,"[350000.0, 352000.0)"
08P,PILATOS UNICO BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,4.0,360000.0,"[358000.0, 360020.0)"
08P,PILATOS UNICO BARRANQUILLA,CLEMONT,MASCULINO,GORRO,9.0,250000.0,"[250000.0, 250050.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,CAMISETA,5.0,549900.0,"[549900.0, 559900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,CAMISETA,1.0,599900.0,"[599900.0, 609900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,CAMISETA,1.0,649900.0,"[639900.0, 650000.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,14.0,799900.0,"[799900.0, 1009900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,949900.0,"[799900.0, 1009900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,999900.0,"[799900.0, 1009900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,4.0,1099900.0,"[1009900.0, 1219900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1119900.0,"[1009900.0, 1219900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,2.0,1149900.0,"[1009900.0, 1219900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,3.0,1199900.0,"[1009900.0, 1219900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1249900.0,"[1219900.0, 1429900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,2.0,1299900.0,"[1219900.0, 1429900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1549900.0,"[1429900.0, 1639900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1749900.0,"[1639900.0, 1849900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,2299900.0,"[2269900.0, 2479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,2549900.0,"[2479900.0, 2689900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,9.0,799900.0,"[799900.0, 984900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,8.0,999900.0,"[984900.0, 1169900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,1.0,1049900.0,"[984900.0, 1169900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,6.0,1199900.0,"[1169900.0, 1354900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,1.0,1349900.0,"[1169900.0, 1354900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,FEMENINO,TENIS,8.0,1449900.0,"[1354900.0, 1539900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,BILLETERA,2.0,599900.0,"[599900.0, 609900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,BUZO,1.0,999900.0,"[969900.0, 1009900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISA,2.0,849900.0,"[849900.0, 894900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISA,1.0,999900.0,"[984900.0, 1029900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,20.0,349900.0,"[349900.0, 429900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,25.0,399900.0,"[349900.0, 429900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,35.0,449900.0,"[429900.0, 509900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,7.0,499900.0,"[429900.0, 509900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,5.0,549900.0,"[509900.0, 589900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,3.0,649900.0,"[589900.0, 669900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,3.0,799900.0,"[749900.0, 829900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,1.0,899900.0,"[829900.0, 909900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,1.0,999900.0,"[989900.0, 1069900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,GORRO,1.0,599900.0,"[599900.0, 600019.98)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,899900.0,"[899900.0, 1044900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,4.0,949900.0,"[899900.0, 1044900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,4.0,999900.0,"[899900.0, 1044900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,6.0,1099900.0,"[1044900.0, 1189900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,12.0,1149900.0,"[1044900.0, 1189900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,5.0,1249900.0,"[1189900.0, 1334900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,4.0,1299900.0,"[1189900.0, 1334900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,1399900.0,"[1334900.0, 1479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,1449900.0,"[1334900.0, 1479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,3.0,1499900.0,"[1479900.0, 1624900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,4.0,1599900.0,"[1479900.0, 1624900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,9.0,1749900.0,"[1624900.0, 1769900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,1899900.0,"[1769900.0, 1914900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,2099900.0,"[2059900.0, 2204900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,5.0,2149900.0,"[2059900.0, 2204900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,2199900.0,"[2059900.0, 2204900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,2299900.0,"[2204900.0, 2351350.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,3.0,2349900.0,"[2204900.0, 2351350.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,MEDIAS,11.0,149900.0,"[149900.0, 159900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,PIJAMA,3.0,549900.0,"[549900.0, 550009.98)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,POLO,23.0,499900.0,"[499900.0, 529900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,POLO,2.0,649900.0,"[649900.0, 679900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,POLO,9.0,749900.0,"[739900.0, 769900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,POLO,8.0,799900.0,"[769900.0, 800200.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,3.0,249900.0,"[249900.0, 279900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,1.0,279900.0,"[279900.0, 309900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,15.0,299900.0,"[279900.0, 309900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,5.0,349900.0,"[339900.0, 369900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,3.0,549900.0,"[519900.0, 550200.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,40.0,999900.0,"[999900.0, 1159900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,5.0,1099900.0,"[999900.0, 1159900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1.0,1149900.0,"[999900.0, 1159900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,12.0,1199900.0,"[1159900.0, 1319900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,18.0,1299900.0,"[1159900.0, 1319900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,11.0,1349900.0,"[1319900.0, 1479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,2.0,1399900.0,"[1319900.0, 1479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,3.0,1449900.0,"[1319900.0, 1479900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1.0,1549900.0,"[1479900.0, 1639900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,2.0,1649900.0,"[1639900.0, 1799900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1.0,1699900.0,"[1639900.0, 1799900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,5.0,1999900.0,"[1959900.0, 2119900.0)"
08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1.0,2599900.0,"[2439900.0, 2601500.0)"
08P,PILATOS UNICO BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,14.0,269900.0,"[269900.0, 278900.0)"
08P,PILATOS UNICO BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,1.0,299000.0,"[296900.0, 305900.0)"
08P,PILATOS UNICO BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,2.0,299900.0,"[296900.0, 305900.0)"
08P,PILATOS UNICO BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,1.0,359900.0,"[350900.0, 359990.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BILLETERA,1.0,249900.0,"[249900.0, 274900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BILLETERA,1.0,299900.0,"[299900.0, 324900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BILLETERA,1.0,399900.0,"[374900.0, 400150.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,8.0,199900.0,"[199900.0, 249900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,1.0,249900.0,"[249900.0, 299900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,2.0,349900.0,"[349900.0, 399900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,1.0,399900.0,"[399900.0, 449900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,4.0,449900.0,"[449900.0, 499900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,4.0,499900.0,"[499900.0, 549900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,BOLSO,2.0,599900.0,"[599900.0, 649900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,CARTUCHERA,5.0,149900.0,"[149900.0, 164900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,CARTUCHERA,1.0,199900.0,"[194900.0, 209900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,CARTUCHERA,9.0,249900.0,"[239900.0, 254900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,CARTUCHERA,1.0,299900.0,"[284900.0, 300050.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,COSMETIQUERA,5.0,199900.0,"[199900.0, 214900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,COSMETIQUERA,1.0,249900.0,"[244900.0, 259900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,COSMETIQUERA,1.0,299900.0,"[289900.0, 304900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,COSMETIQUERA,2.0,349900.0,"[334900.0, 350050.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,ESTUCHE,3.0,199900.0,"[199900.0, 199939.98)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,LONCHERA,2.0,349900.0,"[339900.0, 355900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,LONCHERA,1.0,399900.0,"[387900.0, 403900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,LONCHERA,1.0,449900.0,"[435900.0, 451900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,LLAVERO,11.0,49900.0,"[49900.0, 50900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,MORRAL,1.0,499900.0,"[469900.0, 504900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,MORRAL,4.0,599900.0,"[574900.0, 609900.0)"
08P,PILATOS UNICO BARRANQUILLA,KIPLING,FEMENINO,MORRAL,1.0,699900.0,"[679900.0, 714900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BERMUDA,5.0,179900.0,"[179900.0, 194900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BERMUDA,19.0,249900.0,"[239900.0, 254900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BERMUDA,1.0,299900.0,"[299900.0, 314900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,1.0,219900.0,"[219900.0, 239900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,2.0,399900.0,"[379900.0, 400100.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISA,11.0,249900.0,"[249900.0, 259900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISA,1.0,349900.0,"[339900.0, 350000.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,15.0,31900.0,"[31900.0, 51700.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,79900.0,"[71500.0, 91300.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,5.0,89900.0,"[71500.0, 91300.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,8.0,109900.0,"[91300.0, 111100.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,119900.0,"[111100.0, 130900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,61.0,139900.0,"[130900.0, 150700.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,4.0,149900.0,"[130900.0, 150700.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,17.0,189900.0,"[170500.0, 190300.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,4.0,229900.0,"[210100.0, 230098.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,4.0,349900.0,"[314900.0, 361900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,4.0,399900.0,"[361900.0, 408900.0)"
08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,1.0,549900.0,"[502900.0, 550370.0)"
