Mes_Cierre,Codigo_Tienda,Tienda,Ciudad,Formato,Jefe_Zona,Target_Tasa_Recompra,Ticket_Promedio_3M,AUR_Neto_3M,Porcentaje_Descuento_3M,Tasa_Devolucion_Dinero_3M,Share_Bottoms_3M,Share_Tops_3M,Share_Calzado_3M,Share_Accesorios_3M,Share_MarcasPropias_3M,Share_Outlet_3M,Share_Femenino_3M,Share_Masculino_3M,UPT_3M,Penetracion_Bottoms_3M,Tasa_Outfit_Completo_3M,Tasa_Captura_HabeasData_3M,Tasa_Captura_Email_3M,Tasa_Captura_Celular_3M,Antiguedad_Promedio_Ponderada_3M
2024-03-01,07P,PILATOS PREMIUM SOPO,Sopó,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.0799,363162.56,226833.4,0.3537,0.0319,0.3276,0.3323,0.2435,0.2764,0.8746,0.9275,0.185,0.8003,1.65,0.2298,0.0379,0.1263,0.1414,0.154,43.0
2024-03-01,412,DIESEL SANDIEGO MEDELLIN,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.0798,899413.97,746452.41,0.2171,0.0839,0.1085,0.1491,0.66,0.1337,1.0,0.9128,0.2908,0.6669,1.33,0.0943,0.0205,0.1311,0.1926,0.1516,10.7
2024-03-01,121,PILATOS TITAN PLAZA BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0794,477885.54,280538.22,0.1815,0.1212,0.1901,0.358,0.3077,0.3355,0.6523,0.7826,0.2123,0.7309,1.89,0.1878,0.0643,0.1516,0.1565,0.1647,100.2
2024-03-01,177,PILATOS ACCESORIOS CALLE 6 POPAYAN,Popayán,Pilatos,PARRA NAVIA KAROL YESENIA,0.0789,328966.17,269154.14,0.2085,0.1499,0.0014,0.1747,0.6896,0.1418,0.7336,0.8803,0.2035,0.7374,1.35,0.0058,0.0,0.1579,0.1579,0.1696,0.0
2024-03-01,221,NEW BALANCE NQS MALLPLAZA BOGOTA,"Bogotá, D.C.",NewBalance,RAMIREZ BALVIN VICTOR MANUEL,0.0784,628532.56,513894.54,0.1177,0.1512,0.0129,0.0352,0.9296,0.0507,1.0,0.8925,0.4142,0.4923,1.43,0.0288,0.0058,0.1173,0.1231,0.1231,28.1
2024-03-01,302,PILATOS PLAZA CENTRAL  BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0781,395781.63,277349.26,0.348,0.1315,0.296,0.2273,0.3798,0.2194,0.8841,0.9008,0.1874,0.7823,1.58,0.2898,0.0523,0.1481,0.1569,0.159,29.5
2024-03-01,421,DIESEL FONTANAR CHIA,Chía,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.078,1103790.59,756604.23,0.2477,0.0794,0.4256,0.224,0.3101,0.2005,1.0,0.91,0.2363,0.7637,1.59,0.4026,0.0649,0.2251,0.2121,0.1991,70.6
2024-03-01,424,DIESEL VIVA BARRANQUILLA,Barranquilla,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.0776,841493.95,646147.14,0.2481,0.0771,0.3711,0.2002,0.3968,0.1012,1.0,0.9454,0.1612,0.8233,1.42,0.2713,0.0698,0.3488,0.3876,0.3798,68.0
2024-03-01,416,DIESEL JARDIN PLAZA CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.0758,882964.62,697077.33,0.1854,0.0904,0.2599,0.2868,0.4045,0.1362,1.0,0.9153,0.1583,0.8388,1.39,0.1683,0.0222,0.2127,0.2127,0.2095,50.4
2024-03-01,666,KIPLING DE MODA PRIME OUTLET LC 152,Medellín,Kipling,ACEVEDO GALLO CLARA INES,0.0746,391062.66,277254.95,0.4186,0.077,0.0,0.0,0.0,1.0,1.0,0.7709,1.0,0.0,1.49,0.0,0.0,0.262,0.2707,0.2664,4.8
2024-03-01,717,PILATOS SALITRE BOGOTA,"Bogotá, D.C.",Pilatos,,0.0742,330930.85,245648.95,0.2266,0.0812,0.2216,0.4566,0.177,0.4045,0.8392,0.8184,0.1987,0.7537,1.43,0.2075,0.0491,0.4868,0.4906,0.5019,-0.3
2024-03-01,210,NEW BALANCE EL TESORO MEDELLIN,Medellín,NewBalance,POSADA RESTREPO MALORY DEL PILAR,0.0741,650849.45,527768.02,0.0854,0.1122,0.0134,0.0369,0.9314,0.0371,1.0,0.8359,0.4043,0.5144,1.37,0.0342,0.0012,0.1368,0.1526,0.1453,49.3
2024-03-01,13P,PILATOS NQS MALL PLAZA BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0738,530882.03,347367.26,0.1752,0.0462,0.154,0.3346,0.3374,0.3568,0.7479,0.7688,0.1152,0.8414,1.61,0.1447,0.0346,0.1289,0.1384,0.1352,14.6
2024-03-01,423,DIESEL PARQUE LA COLINA BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.0725,918059.57,738233.47,0.2274,0.0942,0.5735,0.2057,0.181,0.1633,1.0,0.9087,0.1836,0.8164,1.38,0.4573,0.0385,0.235,0.2393,0.2564,21.7
2024-03-01,410,DIESEL UNICENTRO CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.0714,1142418.37,811282.61,0.1543,0.0839,0.3689,0.203,0.3735,0.122,1.0,0.9249,0.1974,0.7848,1.54,0.3061,0.068,0.1905,0.1905,0.2041,48.3
2024-03-01,664,KIPLING LA QUINTA BUCARAMANGA,Bucaramanga,Kipling,HERNANDEZ TELLEZ SANDRA PAOLA,0.0707,438617.44,337696.61,0.2553,0.0493,0.0,0.0,0.0,1.0,1.0,0.6341,1.0,0.0,1.35,0.0,0.0,0.1925,0.2241,0.2069,45.4
2024-03-01,426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.0688,1022019.95,753067.33,0.2084,0.0647,0.2925,0.1496,0.4841,0.151,1.0,0.8836,0.1211,0.8522,1.46,0.2262,0.0476,0.1825,0.1825,0.1865,16.7
2024-03-01,M05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,"Bogotá, D.C.",MFG,HENAO LOPEZ MARIBEL,0.0679,283132.17,180324.95,0.2278,0.0675,0.4631,0.4324,0.0246,0.3455,1.0,0.9262,0.1834,0.8166,1.67,0.3872,0.0762,0.1463,0.1555,0.1646,17.0
2024-03-01,606,SUPERDRY OVIEDO MEDELLIN,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.0676,292818.88,241935.6,0.224,0.1212,0.0682,0.5859,0.1707,0.5121,1.0,0.881,0.2698,0.7302,1.37,0.0675,0.0198,0.2063,0.2103,0.1944,9.5
2024-03-01,196,SUPERDRY BIMA BOGOTA,"Bogotá, D.C.",Superdry,,0.0667,342193.31,220949.99,0.3959,0.0564,0.123,0.7251,0.0685,0.6145,1.0,0.9589,0.2105,0.7895,1.64,0.1986,0.0578,0.1047,0.1047,0.1119,-4.7
2024-03-01,655,KIPLING EL TESORO MEDELLIN,Medellín,Kipling,ACEVEDO GALLO CLARA INES,0.0656,551070.19,415179.59,0.214,0.0446,0.0,0.0,0.0,1.0,1.0,0.6151,1.0,0.0,1.38,0.0,0.0,0.2351,0.2658,0.2459,92.3
2024-03-01,422,DIESEL OUTLET MAYORCA SABANETA,Sabaneta,Diesel,ACEVEDO GALLO CLARA INES,0.0644,857520.41,612514.58,0.2949,0.0652,0.1965,0.1677,0.5455,0.1654,1.0,0.8725,0.2025,0.7549,1.48,0.15,0.0077,0.1154,0.1423,0.1192,57.9
2024-03-01,619,SUPERDRY ARBOLEDA PEREIRA,Pereira,Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0632,327514.97,241754.84,0.2241,0.0955,0.1205,0.6048,0.1443,0.4012,1.0,0.8904,0.2177,0.7823,1.5,0.1101,0.0336,0.1437,0.1529,0.1651,65.1
2024-03-01,658,KIPLING TITAN PLAZA BOGOTA,"Bogotá, D.C.",Kipling,VASQUEZ CLAVIJO LAURA LILIANA,0.0625,462930.92,347577.64,0.2305,0.1074,0.0,0.0,0.0,1.0,1.0,0.6095,1.0,0.0,1.43,0.0,0.0,0.214,0.2183,0.2227,4.1
2024-03-01,411,DIESEL EL TESORO MEDELLIN,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.0623,1291523.83,851119.15,0.2181,0.118,0.5749,0.1844,0.207,0.1117,1.0,0.9555,0.2188,0.774,1.71,0.4738,0.0523,0.2413,0.2762,0.2442,69.7
2024-03-01,135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0611,442139.46,311181.37,0.1899,0.098,0.0813,0.2867,0.4586,0.2853,0.715,0.7833,0.1936,0.757,1.56,0.0822,0.016,0.1363,0.1443,0.1343,47.6
2024-03-01,614,SUPERDRY PLAZA CENTRAL BOGOTA,"Bogotá, D.C.",Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0597,340281.04,263250.38,0.3163,0.0812,0.0797,0.7325,0.1061,0.6624,1.0,0.8955,0.1882,0.8118,1.39,0.1335,0.0227,0.1222,0.1335,0.1506,29.1
2024-03-01,P05,PILATOS JEANS ANDINO BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0588,574843.79,420572.61,0.1463,0.0717,0.5903,0.242,0.0451,0.2383,0.6867,0.8093,0.1327,0.8263,1.47,0.4891,0.048,0.179,0.1878,0.1965,39.1
2024-03-01,738,PILATOS ACCESORIOS MALL PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.0581,355462.01,334990.38,0.183,0.1093,0.0024,0.0123,0.6862,0.3041,0.5969,0.7654,0.2408,0.6543,1.16,0.0056,0.0,0.0861,0.1139,0.1194,0.0
2024-03-01,617,SUPERDRY GRAN ESTACION BOGOTA,"Bogotá, D.C.",Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.0557,429745.96,315000.87,0.2076,0.0645,0.0812,0.7375,0.0615,0.7245,1.0,0.8979,0.2059,0.7941,1.45,0.0974,0.0278,0.1763,0.1787,0.1787,30.6
2024-03-01,609,SUPERDRY VIVA LC 142 ENVIGADO,Envigado,Superdry,ACEVEDO GALLO CLARA INES,0.0547,327740.89,255008.14,0.2124,0.0878,0.0609,0.638,0.1611,0.4745,1.0,0.9105,0.2252,0.7721,1.42,0.0626,0.0139,0.1165,0.1287,0.1113,23.3
2024-03-01,132,PILATOS SANTAFE MEDELLIN,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.0518,483471.14,317530.21,0.1555,0.0896,0.098,0.2602,0.4875,0.2537,0.7313,0.8149,0.2051,0.7457,1.65,0.1059,0.0325,0.1469,0.1596,0.1596,75.3
2024-03-01,624,SUPERDRY NQS MALL PLAZA BOGOTA,"Bogotá, D.C.",Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.0506,457596.4,320155.79,0.203,0.0623,0.0483,0.7417,0.0959,0.656,1.0,0.8467,0.1528,0.8472,1.55,0.0505,0.0101,0.0657,0.0707,0.0707,15.6
2024-03-01,151,PILATOS ACCESORIOS VIVA ENVIGADO,Envigado,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.0484,466224.72,397372.97,0.1271,0.0889,0.0136,0.0589,0.7431,0.2092,0.5848,0.7925,0.2578,0.6358,1.27,0.0099,0.0,0.0842,0.0965,0.0866,45.1
2024-03-01,668,KIPLING SANTAFE MEDELLIN,Medellín,Kipling,ACEVEDO GALLO CLARA INES,0.0465,527049.6,411757.5,0.2027,0.0407,0.0,0.0,0.0,1.0,1.0,0.6389,1.0,0.0,1.33,0.0,0.0,0.2107,0.2453,0.2053,65.6
2024-03-01,214,NEW BALANCE BUENAVISTA BARRANQUILLA,Barranquilla,NewBalance,ARNEDO GARCIA CARMEN ELISA,0.0437,699167.17,455365.36,0.0922,0.0537,0.0288,0.0479,0.8828,0.0717,1.0,0.8681,0.3496,0.5907,1.62,0.0708,0.0044,0.1726,0.1681,0.1681,31.5
2024-03-01,222,NEW BALANCE MALL PLAZA CARTAGENA,Cartagena De Indias,NewBalance,ARNEDO GARCIA CARMEN ELISA,0.0409,528079.83,406741.1,0.1286,0.0891,0.0398,0.0973,0.8205,0.0856,1.0,0.8933,0.3476,0.6018,1.39,0.0798,0.0,0.1176,0.1092,0.1218,8.6
2024-03-01,406,DIESEL ANDINO BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.0356,1313483.21,975074.87,0.0837,0.085,0.5721,0.2187,0.158,0.1867,1.0,0.9281,0.2206,0.7611,1.49,0.4824,0.0206,0.2265,0.2176,0.2235,120.9
2024-03-01,P04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0314,361895.5,336441.08,0.1503,0.121,0.0046,0.002,0.5659,0.447,0.4367,0.6947,0.2519,0.6583,1.2,0.0066,0.0,0.125,0.1414,0.1283,55.5
2024-03-01,M08,MFG BUENAVISTA BARRANQUILLA,Barranquilla,MFG,HENAO LOPEZ MARIBEL,0.0,299833.33,179900.0,0.0,0.0,0.0,1.0,0.0,0.6889,1.0,0.6889,0.3111,0.6889,1.67,0.0,0.0,1.0,0.3333,1.0,11.7
2024-02-01,190,PILATOS QUIBDO,Quibdó,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.2615,480438.26,331222.39,0.174,0.0728,0.0347,0.2505,0.5989,0.1728,0.7333,0.8122,0.1633,0.7824,1.53,0.0267,0.0122,0.0389,0.0445,0.04,0.0
2024-02-01,713,PILATOS ARAUCA,Arauca,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.2575,397286.24,247136.94,0.1647,0.0559,0.228,0.3971,0.2461,0.2192,0.7828,0.8256,0.1905,0.7648,1.69,0.1438,0.0577,0.3599,0.3882,0.3494,0.0
2024-02-01,172,PILATOS UNICENTRO YOPAL,Yopal,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.2267,415971.07,239968.15,0.1951,0.0492,0.1989,0.4183,0.2397,0.2572,0.775,0.8244,0.1986,0.7652,1.81,0.1702,0.0739,0.8845,0.896,0.89,0.0
2024-02-01,731,PILATOS LA HERRADURA TULUA,Tuluá,Pilatos,DUQUE GARCIA ANGELA MARIA,0.2264,425924.32,297195.99,0.1682,0.1048,0.0933,0.2524,0.5509,0.1815,0.6124,0.8062,0.1629,0.7585,1.58,0.0891,0.0251,0.048,0.0491,0.0537,-13.6
2024-02-01,193,PILATOS UNICENTRO TUNJA,Tunja,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.2119,598674.54,325898.6,0.2494,0.1089,0.2297,0.3422,0.3359,0.2988,0.8815,0.8611,0.226,0.7572,1.98,0.185,0.0733,0.2253,0.2271,0.2289,0.0
2024-02-01,166,PILATOS CAMPANARIO POPAYAN,Popayán,Pilatos,PARRA NAVIA KAROL YESENIA,0.1924,512113.38,334174.16,0.1654,0.0774,0.1175,0.2839,0.5256,0.1693,0.8172,0.8814,0.1882,0.7903,1.64,0.1213,0.0408,0.1573,0.1616,0.1648,0.0
2024-02-01,161,PILATOS LLANOGRANDE PALMIRA,Palmira,Pilatos,PARRA NAVIA KAROL YESENIA,0.1906,457063.85,281184.97,0.1632,0.0746,0.0877,0.3636,0.4454,0.1786,0.7512,0.8446,0.1387,0.8171,1.74,0.0873,0.0362,0.1613,0.1692,0.1534,0.0
2024-02-01,149,PILATOS NUESTRO BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.1832,477757.95,287088.11,0.2508,0.1076,0.0766,0.3432,0.4083,0.3653,0.6962,0.8345,0.1429,0.7746,1.84,0.0792,0.0189,0.2226,0.2528,0.2566,62.7
2024-02-01,14P,PILATOS SAN NICOLAS RIONEGRO,Rionegro,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1818,464925.22,302544.01,0.2314,0.1016,0.062,0.323,0.5195,0.2557,0.7341,0.8507,0.2164,0.7351,1.67,0.1167,0.035,0.1771,0.1984,0.1853,17.9
2024-02-01,729,PILATOS DORADA,La Dorada,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1815,358391.11,224119.23,0.2291,0.0408,0.07,0.4223,0.3139,0.2665,0.4701,0.6919,0.1609,0.7413,1.66,0.0869,0.029,0.0735,0.0913,0.0891,0.0
2024-02-01,727,PILATOS FUNDADORES MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1751,478348.87,319304.38,0.2274,0.1273,0.0588,0.2629,0.5842,0.1932,0.7873,0.8405,0.2492,0.7215,1.68,0.0729,0.0277,0.1126,0.1272,0.1365,0.0
2024-02-01,194,PILATOS SAN SILVESTRE BARRANCABERMEJA,Barrancabermeja,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1735,392769.42,245392.74,0.1803,0.0765,0.1582,0.4738,0.267,0.2042,0.7273,0.777,0.1723,0.7892,1.72,0.102,0.0359,0.0963,0.1034,0.0934,0.1
2024-02-01,732,PILATOS CC PLAZA BARCELONA SOGAMOSO,Sogamoso,Pilatos,,0.1705,314344.63,244731.98,0.2386,0.1358,0.2324,0.3206,0.3251,0.2635,0.7273,0.8121,0.1279,0.8083,1.42,0.16,0.0444,0.1022,0.1067,0.0933,0.0
2024-02-01,123,PILATOS UNICENTRO ARMENIA,Armenia,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1647,446010.43,277178.43,0.2303,0.0975,0.1149,0.3201,0.4017,0.2706,0.7435,0.8134,0.2261,0.725,1.75,0.1047,0.0401,0.2012,0.2169,0.2087,71.6
2024-02-01,M02,MFG OVIEDO MEDELLIN,Medellín,MFG,HENAO LOPEZ MARIBEL,0.164,322124.76,189043.56,0.1735,0.0885,0.4089,0.4052,0.0531,0.3776,1.0,0.9234,0.3863,0.6055,1.86,0.3845,0.1155,0.2076,0.2329,0.2256,62.8
2024-02-01,142,PILATOS MEGAMALL BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1575,450920.47,258163.21,0.2205,0.0813,0.1795,0.3012,0.4187,0.206,0.8404,0.8626,0.2095,0.769,1.88,0.2118,0.071,0.1568,0.1729,0.1528,43.4
2024-02-01,131,PILATOS GRAN PLAZA IPIALES,Ipiales,Pilatos,PARRA NAVIA KAROL YESENIA,0.157,573139.91,339262.76,0.1932,0.0515,0.1127,0.455,0.3081,0.4435,0.7767,0.8668,0.2004,0.7568,1.76,0.1146,0.0507,0.1213,0.1296,0.1229,19.0
2024-02-01,319,PILATOS OUTLET LA TORRE ITAGUI,Itagüí,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1552,258116.18,111216.45,0.4842,0.0204,0.2454,0.3464,0.3277,0.2044,0.7847,0.981,0.2421,0.7406,2.35,0.2776,0.0874,0.1143,0.1489,0.1297,314.8
2024-02-01,15P,PILATOS UNICENTRO MEDELLIN,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1548,347861.88,194155.47,0.3244,0.0751,0.204,0.3388,0.2872,0.2599,0.7467,0.8413,0.2159,0.724,1.9,0.2155,0.075,0.1798,0.1905,0.2036,407.3
2024-02-01,720,PILATOS PASTO,Pasto,Pilatos,PARRA NAVIA KAROL YESENIA,0.154,623367.2,372554.53,0.2001,0.0375,0.0873,0.4406,0.3743,0.3612,0.8285,0.841,0.1875,0.7751,1.73,0.1016,0.0437,0.1016,0.1027,0.0995,0.0
2024-02-01,429,DIESEL LA QUINTA BUCARAMANGA,Bucaramanga,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1538,1199347.42,829022.6,0.1843,0.1066,0.534,0.1782,0.2606,0.0819,1.0,0.904,0.2015,0.7966,1.61,0.4645,0.0711,0.3096,0.3274,0.3198,33.9
2024-02-01,170,PILATOS UNICENTRO VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1512,440079.55,265512.63,0.2205,0.0548,0.2336,0.3211,0.3407,0.1702,0.7601,0.8101,0.1368,0.8191,1.73,0.1816,0.0621,0.223,0.2207,0.2253,0.0
2024-02-01,737,PILATOS LA ESTACION IBAGUE,Ibagué,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1499,412189.15,247135.05,0.1768,0.0327,0.1679,0.3893,0.3298,0.226,0.8356,0.8501,0.1299,0.8336,1.73,0.1561,0.0469,0.1417,0.1525,0.176,0.0
2024-02-01,218,NEW BALANCE ARBOLEDA,Pereira,NewBalance,LLANOS GIRALDO ERIKA MARCELA,0.1487,741438.88,507553.39,0.1221,0.092,0.021,0.0487,0.9109,0.0485,1.0,0.8629,0.3857,0.5323,1.59,0.0508,0.0034,0.143,0.1568,0.1611,47.3
2024-02-01,122,PILATOS ARRECIFE SANTA MARTA,Santa Marta,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1466,407076.56,218538.93,0.1973,0.0519,0.2431,0.3248,0.2235,0.3641,0.6247,0.7711,0.1205,0.8176,1.93,0.2476,0.0861,0.2127,0.2234,0.2234,178.2
2024-02-01,317,PILATOS UNICENTRO PEREIRA,Pereira,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1448,500663.62,299878.34,0.2194,0.1101,0.1971,0.2945,0.3646,0.2414,0.7186,0.8149,0.2076,0.76,1.84,0.1798,0.0423,0.1473,0.1668,0.1668,9.9
2024-02-01,188,PILATOS CACIQUE BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1444,539628.79,306775.27,0.1733,0.0723,0.257,0.3227,0.3288,0.1803,0.861,0.8379,0.1797,0.7977,1.87,0.2221,0.07,0.1514,0.1694,0.1514,1.3
2024-02-01,10P,PILATOS UNICO PASTO,Pasto,Pilatos,PARRA NAVIA KAROL YESENIA,0.1431,419432.43,250665.63,0.3125,0.0672,0.0891,0.4525,0.3845,0.3036,0.8717,0.878,0.1528,0.8299,1.76,0.1226,0.0499,0.0734,0.0888,0.0844,19.1
2024-02-01,11P,PILATOS UNICO PEREIRA,Dosquebradas,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1413,437234.83,237240.72,0.3447,0.0813,0.146,0.3211,0.4551,0.184,0.7414,0.8538,0.1271,0.8295,1.96,0.1964,0.058,0.1307,0.1624,0.1415,181.6
2024-02-01,139,PILATOS VIVA VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1412,467901.71,285953.34,0.145,0.0637,0.1801,0.3335,0.3518,0.2444,0.7177,0.7859,0.1044,0.8604,1.72,0.1401,0.0388,0.162,0.1671,0.1738,16.3
2024-02-01,730,PILATOS SANTA ROSA,Santa Rosa De Cabal,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1386,337654.29,226360.42,0.281,0.2246,0.087,0.3193,0.4747,0.2533,0.7741,0.8412,0.2291,0.7305,1.68,0.1333,0.05,0.075,0.0833,0.0917,8.0
2024-02-01,739,MFG FUNDADORES MANIZALES,Manizales,MFG,HENAO LOPEZ MARIBEL,0.1386,284418.11,164029.49,0.2373,0.0603,0.4089,0.442,0.003,0.4033,1.0,0.9206,0.3784,0.6084,1.83,0.3651,0.1083,0.1284,0.1376,0.1651,0.0
2024-02-01,183,PILATOS IPIALES,Ipiales,Pilatos,PARRA NAVIA KAROL YESENIA,0.1385,703103.32,348336.25,0.2151,0.0423,0.1033,0.4124,0.3961,0.3687,0.8195,0.848,0.232,0.7355,2.09,0.1426,0.0656,0.1477,0.1518,0.159,6.4
2024-02-01,141,PILATOS BUENAVISTA MONTERIA,Montería,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1381,559948.24,307019.92,0.1974,0.0676,0.3192,0.2505,0.3007,0.2094,0.7974,0.807,0.1235,0.85,1.92,0.2365,0.0522,0.2594,0.2659,0.2838,44.0
2024-02-01,734,PILATOS FUSAGASUGA,Fusagasugá,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1368,324088.63,234964.25,0.1849,0.0762,0.075,0.3304,0.3468,0.3762,0.601,0.7592,0.2491,0.6514,1.48,0.0747,0.0345,0.1092,0.1149,0.1092,0.0
2024-02-01,415,DIESEL ARBOLEDA PEREIRA,Pereira,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1367,1125265.51,746680.42,0.2259,0.0844,0.2535,0.1956,0.4979,0.1311,1.0,0.931,0.2093,0.7737,1.63,0.2043,0.046,0.2069,0.2312,0.2184,104.6
2024-02-01,726,PILATOS CABLE PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1326,589323.63,296032.34,0.2922,0.061,0.1017,0.2668,0.5258,0.2113,0.8448,0.8483,0.2758,0.6729,2.11,0.1333,0.0463,0.1222,0.1444,0.1556,0.0
2024-02-01,430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.132,659369.74,461882.56,0.442,0.0702,0.296,0.2253,0.4241,0.116,1.0,0.9797,0.1851,0.8004,1.53,0.264,0.0397,0.1636,0.2196,0.2126,210.1
2024-02-01,481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1311,818118.55,545412.36,0.4025,0.0704,0.5018,0.1305,0.3387,0.078,1.0,0.9269,0.2,0.7972,1.63,0.4675,0.0828,0.213,0.2308,0.2278,100.4
2024-02-01,M03,MFG CARACOLI BUCARAMANGA,Floridablanca,MFG,HENAO LOPEZ MARIBEL,0.1302,323434.71,186802.23,0.1786,0.0458,0.4632,0.3785,0.0487,0.3002,1.0,0.9202,0.3377,0.6578,1.82,0.416,0.1097,0.0983,0.1097,0.1017,20.8
2024-02-01,602,SUPERDRY EL TESORO MEDELLIN,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.13,380074.6,260301.59,0.1923,0.1103,0.0843,0.7208,0.1081,0.4994,1.0,0.9083,0.1991,0.8001,1.63,0.09,0.0212,0.1829,0.2085,0.1902,33.0
2024-02-01,721,PILATOS ACCESORIOS SAN SILVIESTRE,Barrancabermeja,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1289,452946.85,369665.82,0.17,0.0553,0.017,0.0417,0.7816,0.2114,0.6506,0.781,0.2693,0.6852,1.28,0.023,0.0023,0.0529,0.0529,0.0529,0.0
2024-02-01,221,NEW BALANCE NQS MALLPLAZA BOGOTA,"Bogotá, D.C.",NewBalance,RAMIREZ BALVIN VICTOR MANUEL,0.128,741932.19,513538.89,0.1168,0.109,0.0087,0.0313,0.9396,0.0465,1.0,0.8531,0.4372,0.477,1.61,0.0256,0.0054,0.1199,0.1267,0.1226,27.8
2024-02-01,143,PILATOS CARACOLI BUCARAMANGA,Floridablanca,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1277,443427.31,280894.24,0.1902,0.0675,0.3504,0.2783,0.2542,0.2016,0.7852,0.8512,0.1759,0.8052,1.69,0.2745,0.0704,0.1911,0.2129,0.1894,31.0
2024-02-01,712,SUPERDRY IPIALES,Ipiales,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1275,511459.14,337359.8,0.2561,0.0456,0.0393,0.8183,0.0834,0.7876,1.0,0.8911,0.2439,0.7545,1.57,0.0602,0.0261,0.0783,0.0823,0.0783,0.0
