Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas,Cantidad_Propuesta_Inventario
SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,MASCULINO,BERMUDA,"[394900.0, 399950.0)",4.0,0.4444444444444444,1.0,4.0
SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BERMUDA,"[394900.0, 399950.0)",10.0,0.7692307692307693,1.0,10.0
SUPERDRY TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,BERMUDA,"[399900.0, 399979.98)",1.0,1.0,1.0,1.0
SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,MASCULINO,BERMUDA,"[349900.0, 354900.0)",2.0,0.2857142857142857,0.3333333333333333,2.0
SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,MASCULINO,BERMUDA,"[394900.0, 399950.0)",5.0,0.7142857142857143,0.6666666666666666,5.0
PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",3.0,1.0,1.0,3.0
PILATOS CHIPICHAPE CALI,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",5.0,1.0,1.0,5.0
PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",2.0,1.0,1.0,2.0
PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",1.0,1.0,1.0,1.0
PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",3.0,1.0,1.0,3.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",5.0,1.0,1.0,5.0
PILATOS UNICO CALI 2,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",1.0,1.0,1.0,1.0
PILATOS UNICO PEREIRA,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",2.0,1.0,1.0,2.0
PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",5.0,1.0,1.0,5.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",8.0,1.0,1.0,8.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",9.0,1.0,1.0,9.0
SUPERDRY CENTRO COMERCIAL EL EDÉN,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",3.0,1.0,1.0,3.0
SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",2.0,1.0,1.0,2.0
SUPERDRY EL RETIRO BOGOTA,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",10.0,1.0,1.0,10.0
SUPERDRY EL TESORO MEDELLIN,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",10.0,1.0,1.0,10.0
SUPERDRY FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",4.0,1.0,1.0,4.0
SUPERDRY GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",10.0,1.0,1.0,10.0
SUPERDRY IPIALES,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",3.0,1.0,1.0,3.0
SUPERDRY NUESTRO BOGOTA,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",1.0,1.0,1.0,1.0
SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,MASCULINO,BOLSO,"[399900.0, 399979.98)",2.0,1.0,1.0,2.0
SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",8.0,1.0,1.0,8.0
SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",10.0,1.0,1.0,10.0
SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,MASCULINO,BOLSO,"[199900.0, 199939.98)",7.0,1.0,1.0,7.0
PILATOS  LETICIA AMAZONAS,SUPERDRY,MASCULINO,BUZO,"[399900.0, 424900.0)",3.0,0.058823529411764705,0.5,4.0
PILATOS  LETICIA AMAZONAS,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",4.0,0.0784313725490196,0.5,4.0
PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",7.0,0.08860759493670886,0.06666666666666667,5.0
PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",41.0,0.5189873417721519,0.23333333333333334,18.0
PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",14.0,0.17721518987341772,0.3,24.0
PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",14.0,0.17721518987341772,0.3,24.0
PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",3.0,0.0379746835443038,0.1,8.0
PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[449900.0, 464900.0)",6.0,0.11764705882352941,0.3,15.0
PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[494900.0, 509900.0)",21.0,0.4117647058823529,0.1,5.0
PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[539900.0, 554900.0)",9.0,0.17647058823529413,0.2,10.0
PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",15.0,0.29411764705882354,0.4,20.0
PILATOS ARAUCA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 504900.0)",1.0,0.25,1.0,1.0
PILATOS CABLE PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",2.0,0.03225806451612903,0.21428571428571427,12.0
PILATOS CABLE PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",10.0,0.16129032258064516,0.14285714285714285,8.0
PILATOS CABLE PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",5.0,0.08064516129032258,0.21428571428571427,12.0
PILATOS CABLE PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",39.0,0.6290322580645161,0.42857142857142855,24.0
PILATOS CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",4.0,0.04938271604938271,0.5,40.0
PILATOS CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",37.0,0.4567901234567901,0.2857142857142857,23.0
PILATOS CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",16.0,0.19753086419753085,0.07142857142857142,6.0
PILATOS CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",20.0,0.24691358024691357,0.07142857142857142,6.0
PILATOS CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",4.0,0.04938271604938271,0.07142857142857142,6.0
PILATOS EL TESORO MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[499900.0, 509900.0)",47.0,0.7833333333333333,0.2,12.0
PILATOS EL TESORO MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[549900.0, 559900.0)",12.0,0.2,0.8,47.0
PILATOS FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,BUZO,"[499900.0, 509900.0)",28.0,0.6829268292682927,0.5,20.0
PILATOS FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,BUZO,"[549900.0, 559900.0)",10.0,0.24390243902439024,0.25,10.0
PILATOS FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,BUZO,"[589900.0, 600000.0)",3.0,0.07317073170731707,0.25,10.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[399900.0, 424900.0)",2.0,0.02666666666666667,0.43333333333333335,32.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",3.0,0.04,0.1,8.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[499900.0, 524900.0)",42.0,0.56,0.16666666666666666,12.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[549900.0, 574900.0)",16.0,0.21333333333333335,0.16666666666666666,12.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[599900.0, 624900.0)",9.0,0.12,0.1,8.0
PILATOS FUNDADORES MANIZALES,SUPERDRY,MASCULINO,BUZO,"[624900.0, 650150.0)",3.0,0.04,0.03333333333333333,2.0
PILATOS FUSAGASUGA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 554900.0)",12.0,0.19047619047619047,0.5,12.0
PILATOS FUSAGASUGA,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",12.0,0.19047619047619047,0.5,12.0
PILATOS GRAN ESTACION 2 BOGOTA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",5.0,0.09259259259259259,0.1,5.0
PILATOS GRAN ESTACION 2 BOGOTA,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",35.0,0.6481481481481481,0.3,16.0
PILATOS GRAN ESTACION 2 BOGOTA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",9.0,0.16666666666666666,0.4,22.0
PILATOS GRAN ESTACION 2 BOGOTA,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",4.0,0.07407407407407407,0.1,5.0
PILATOS GRAN ESTACION 2 BOGOTA,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",1.0,0.018518518518518517,0.1,5.0
PILATOS GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 464900.0)",5.0,0.14285714285714285,0.2222222222222222,8.0
PILATOS GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,BUZO,"[494900.0, 509900.0)",13.0,0.37142857142857144,0.2222222222222222,8.0
PILATOS GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 554900.0)",7.0,0.2,0.2222222222222222,8.0
PILATOS GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",10.0,0.2857142857142857,0.3333333333333333,12.0
PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,BUZO,"[399900.0, 424900.0)",9.0,0.06040268456375839,0.14285714285714285,21.0
PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",35.0,0.2348993288590604,0.2653061224489796,39.0
PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,BUZO,"[499900.0, 524900.0)",44.0,0.2953020134228188,0.1836734693877551,27.0
PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,BUZO,"[549900.0, 574900.0)",29.0,0.19463087248322147,0.16326530612244897,24.0
PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,BUZO,"[599900.0, 624900.0)",31.0,0.2080536912751678,0.1836734693877551,27.0
PILATOS IPIALES,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",9.0,0.056962025316455694,0.041666666666666664,7.0
PILATOS IPIALES,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",24.0,0.1518987341772152,0.125,20.0
PILATOS IPIALES,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",76.0,0.4810126582278481,0.4166666666666667,66.0
PILATOS IPIALES,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",31.0,0.1962025316455696,0.25,40.0
PILATOS IPIALES,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",18.0,0.11392405063291139,0.16666666666666666,26.0
PILATOS LA HERRADURA TULUA,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",9.0,0.1323529411764706,1.0,9.0
PILATOS LLANOGRANDE PALMIRA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 464900.0)",3.0,0.09090909090909091,0.25,8.0
PILATOS LLANOGRANDE PALMIRA,SUPERDRY,MASCULINO,BUZO,"[494900.0, 509900.0)",14.0,0.42424242424242425,0.5,15.0
PILATOS LLANOGRANDE PALMIRA,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",13.0,0.3939393939393939,0.25,8.0
PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",6.0,0.08450704225352113,0.09090909090909091,6.0
PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",37.0,0.5211267605633803,0.2727272727272727,18.0
PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",14.0,0.19718309859154928,0.2727272727272727,18.0
PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",10.0,0.14084507042253522,0.36363636363636365,24.0
PILATOS MAYORCA SABANETA,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",5.0,0.08064516129032258,0.17647058823529413,11.0
PILATOS MAYORCA SABANETA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",4.0,0.06451612903225806,0.058823529411764705,4.0
PILATOS MAYORCA SABANETA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",7.0,0.11290322580645161,0.058823529411764705,4.0
PILATOS MAYORCA SABANETA,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",45.0,0.7258064516129032,0.7058823529411765,43.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",18.0,0.16216216216216217,0.16666666666666666,17.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 524900.0)",57.0,0.5135135135135135,0.16666666666666666,17.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 574900.0)",24.0,0.21621621621621623,0.5,52.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,"[599900.0, 624900.0)",5.0,0.04504504504504504,0.16666666666666666,17.0
PILATOS NQS MALL PLAZA BOGOTA,SUPERDRY,MASCULINO,BUZO,"[589900.0, 619900.0)",12.0,0.1935483870967742,0.25,4.0
PILATOS NQS MALL PLAZA BOGOTA,SUPERDRY,MASCULINO,BUZO,"[619900.0, 650200.0)",3.0,0.04838709677419355,0.5,8.0
PILATOS NUESTRO BOGOTA,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",3.0,0.07692307692307693,0.4,11.0
PILATOS NUESTRO BOGOTA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",10.0,0.2564102564102564,0.4,11.0
PILATOS NUESTRO BOGOTA,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",14.0,0.358974358974359,0.2,5.0
PILATOS OUTLET LA TORRE ITAGUI,SUPERDRY,MASCULINO,BUZO,"[79900.0, 131900.0)",1.0,0.045454545454545456,0.14285714285714285,3.0
PILATOS OUTLET LA TORRE ITAGUI,SUPERDRY,MASCULINO,BUZO,"[547900.0, 600420.0)",18.0,0.8181818181818182,0.8571428571428571,16.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",4.0,0.037037037037037035,0.1590909090909091,17.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[419900.0, 439900.0)",3.0,0.027777777777777776,0.045454545454545456,5.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",28.0,0.25925925925925924,0.13636363636363635,15.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",54.0,0.5,0.1590909090909091,17.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",14.0,0.12962962962962962,0.3181818181818182,34.0
PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",5.0,0.046296296296296294,0.18181818181818182,20.0
PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 464900.0)",1.0,0.07142857142857142,0.25,4.0
PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 554900.0)",2.0,0.14285714285714285,0.5,7.0
PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",11.0,0.7857142857142857,0.25,4.0
PILATOS PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",27.0,0.574468085106383,0.5714285714285714,17.0
PILATOS PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",2.0,0.0425531914893617,0.14285714285714285,4.0
PILATOS PORTAL DEL QUINDIO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 509900.0)",9.0,0.75,0.5,6.0
PILATOS PORTAL DEL QUINDIO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[589900.0, 600000.0)",3.0,0.25,0.25,3.0
PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",16.0,0.38095238095238093,0.2727272727272727,11.0
PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",25.0,0.5952380952380952,0.2727272727272727,11.0
PILATOS PRIMAVERA URBANA VILLAVICENCIO,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",5.0,0.16666666666666666,1.0,5.0
PILATOS QUIBDO,SUPERDRY,MASCULINO,BUZO,"[544900.0, 549950.0)",5.0,0.8333333333333334,1.0,5.0
PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",1.0,0.019230769230769232,0.0625,3.0
PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",6.0,0.11538461538461539,0.3125,16.0
PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",4.0,0.07692307692307693,0.0625,3.0
PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",6.0,0.11538461538461539,0.1875,10.0
PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",35.0,0.6730769230769231,0.375,20.0
PILATOS SANTA ROSA,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",44.0,0.5866666666666667,0.2,12.0
PILATOS SANTA ROSA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",14.0,0.18666666666666668,0.8,46.0
PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",4.0,0.05405405405405406,0.09523809523809523,7.0
PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",44.0,0.5945945945945946,0.5238095238095238,37.0
PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",19.0,0.25675675675675674,0.3333333333333333,24.0
PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",4.0,0.05405405405405406,0.047619047619047616,3.0
PILATOS TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",8.0,0.1095890410958904,0.3,21.0
PILATOS TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",45.0,0.6164383561643836,0.5,36.0
PILATOS TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",18.0,0.2465753424657534,0.2,14.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",2.0,0.02564102564102564,0.2,16.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",48.0,0.6153846153846154,0.2,16.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",14.0,0.1794871794871795,0.3,23.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",13.0,0.16666666666666666,0.1,8.0
PILATOS UNICENTRO ARMENIA,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",1.0,0.01282051282051282,0.2,16.0
PILATOS UNICENTRO MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",21.0,0.35,0.3,16.0
PILATOS UNICENTRO MEDELLIN,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",34.0,0.5666666666666667,0.7,38.0
PILATOS UNICENTRO PEREIRA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 514900.0)",25.0,0.5952380952380952,0.8,29.0
PILATOS UNICENTRO PEREIRA,SUPERDRY,MASCULINO,BUZO,"[544900.0, 559900.0)",11.0,0.2619047619047619,0.2,7.0
PILATOS UNICENTRO TUNJA,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",37.0,0.6851851851851852,0.375,18.0
PILATOS UNICENTRO TUNJA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",10.0,0.18518518518518517,0.375,18.0
PILATOS UNICENTRO TUNJA,SUPERDRY,MASCULINO,BUZO,"[629900.0, 650100.0)",2.0,0.037037037037037035,0.25,12.0
PILATOS UNICO BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",28.0,0.5283018867924528,1.0,28.0
PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",3.0,0.06521739130434782,0.11363636363636363,5.0
PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",10.0,0.21739130434782608,0.38636363636363635,18.0
PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",2.0,0.043478260869565216,0.1590909090909091,7.0
PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",31.0,0.6739130434782609,0.2727272727272727,13.0
PILATOS UNICO PEREIRA,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",11.0,0.3055555555555556,0.25,9.0
PILATOS UNICO PEREIRA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",3.0,0.08333333333333333,0.25,9.0
PILATOS UNICO PEREIRA,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",22.0,0.6111111111111112,0.25,9.0
PILATOS UNICO VILLAVICENCIO,SUPERDRY,MASCULINO,BUZO,"[584900.0, 600050.0)",13.0,0.7647058823529411,1.0,13.0
PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,BUZO,"[449900.0, 469900.0)",7.0,0.08860759493670886,0.15789473684210525,12.0
PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,BUZO,"[489900.0, 509900.0)",45.0,0.569620253164557,0.15789473684210525,12.0
PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,BUZO,"[549900.0, 569900.0)",21.0,0.26582278481012656,0.2631578947368421,20.0
PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,BUZO,"[589900.0, 609900.0)",2.0,0.02531645569620253,0.42105263157894735,32.0
PILATOS VIVA TUNJA,SUPERDRY,MASCULINO,BUZO,"[399900.0, 424900.0)",2.0,0.021052631578947368,0.18181818181818182,17.0
PILATOS VIVA TUNJA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",3.0,0.031578947368421054,0.13636363636363635,13.0
PILATOS VIVA TUNJA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 524900.0)",58.0,0.6105263157894737,0.36363636363636365,34.0
PILATOS VIVA TUNJA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 574900.0)",10.0,0.10526315789473684,0.13636363636363635,13.0
PILATOS VIVA TUNJA,SUPERDRY,MASCULINO,BUZO,"[599900.0, 624900.0)",21.0,0.22105263157894736,0.18181818181818182,17.0
SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,BUZO,"[399900.0, 419900.0)",17.0,0.08673469387755102,0.3181818181818182,61.0
SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,BUZO,"[439900.0, 459900.0)",37.0,0.18877551020408162,0.13636363636363635,26.0
SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 519900.0)",103.0,0.5255102040816326,0.36363636363636365,70.0
SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,BUZO,"[539900.0, 559900.0)",32.0,0.16326530612244897,0.045454545454545456,9.0
SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,BUZO,"[579900.0, 600100.0)",3.0,0.015306122448979591,0.13636363636363635,26.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[363900.0, 405900.0)",23.0,0.08778625954198473,0.08130081300813008,21.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[405900.0, 447900.0)",4.0,0.015267175572519083,0.008130081300813009,2.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[447900.0, 489900.0)",41.0,0.15648854961832062,0.22764227642276422,59.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[489900.0, 531900.0)",131.0,0.5,0.22764227642276422,59.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[531900.0, 573900.0)",34.0,0.1297709923664122,0.13008130081300814,34.0
SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,BUZO,"[573900.0, 615900.0)",25.0,0.09541984732824428,0.3252032520325203,84.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[399900.0, 424900.0)",14.0,0.07253886010362694,0.14285714285714285,28.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[449900.0, 474900.0)",36.0,0.18652849740932642,0.32142857142857145,62.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[499900.0, 524900.0)",114.0,0.5906735751295337,0.25,48.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[549900.0, 574900.0)",24.0,0.12435233160621761,0.14285714285714285,28.0
SUPERDRY CARACOLI BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,"[599900.0, 624900.0)",4.0,0.02072538860103627,0.10714285714285714,21.0
